run,stimulus,concept,stimulus_idx,onset
8,stim/wordclouds/concept091_time_wordcloud4,Time,4,10
8,stim/wordclouds/concept021_garbage_wordcloud5,Garbage,5,15
8,stim/wordclouds/concept051_hair_wordcloud4,Hair,4,20
8,stim/wordclouds/concept147_quality_wordcloud2,Quality,2,25
8,stim/wordclouds/concept032_useless_wordcloud5,Useless,5,30
8,stim/wordclouds/concept138_flow_wordcloud5,Flow,5,35
8,stim/wordclouds/concept152_light_wordcloud1,Light,1,40
8,stim/wordclouds/concept046_nation_wordcloud2,Nation,2,45
8,stim/wordclouds/concept133_sound_wordcloud2,Sound,2,50
8,stim/wordclouds/concept167_sexy_wordcloud6,Sexy,6,55
8,stim/wordclouds/concept064_economy_wordcloud5,Economy,5,60
8,stim/wordclouds/concept128_impress_wordcloud4,Impress,4,65
8,stim/wordclouds/concept049_solution_wordcloud6,Solution,6,70
8,stim/wordclouds/concept006_great_wordcloud5,Great,5,75
8,stim/wordclouds/concept076_attitude_wordcloud1,Attitude,1,80
8,stim/wordclouds/concept012_protection_wordcloud5,Protection,5,85
8,stim/wordclouds/concept150_fight_wordcloud4,Fight,4,90
8,stim/wordclouds/concept073_lady_wordcloud2,Lady,2,95
8,stim/wordclouds/concept118_dangerous_wordcloud2,Dangerous,2,100
8,stim/wordclouds/concept106_play_wordcloud2,Play,2,105
8,stim/wordclouds/concept039_sew_wordcloud6,Sew,6,110
8,stim/wordclouds/concept029_marriage_wordcloud3,Marriage,3,115
8,stim/wordclouds/concept173_team_wordcloud5,Team,5,120
8,stim/wordclouds/concept166_liar_wordcloud5,Liar,5,125
8,stim/wordclouds/concept054_dig_wordcloud4,Dig,4,130
8,stim/wordclouds/concept083_willingly_wordcloud4,Willingly,4,135
8,stim/wordclouds/concept163_plan_wordcloud1,Plan,1,140
8,stim/wordclouds/concept004_beat_wordcloud4,Beat,4,145
8,stim/wordclouds/concept015_bed_wordcloud1,Bed,1,150
8,stim/wordclouds/concept056_argument_wordcloud2,Argument,2,155
8,stim/wordclouds/concept023_poor_wordcloud2,Poor,2,160
8,stim/wordclouds/concept100_construction_wordcloud2,Construction,2,165
8,stim/wordclouds/concept001_seafood_wordcloud1,Seafood,1,170
8,stim/wordclouds/concept065_invention_wordcloud3,Invention,3,175
8,stim/wordclouds/concept052_investigation_wordcloud5,Investigation,5,180
8,stim/wordclouds/concept115_usable_wordcloud3,Usable,3,185
8,stim/wordclouds/concept140_brain_wordcloud2,Brain,2,190
8,stim/wordclouds/concept109_movement_wordcloud4,Movement,4,195
8,stim/wordclouds/concept017_sign_wordcloud3,Sign,3,200
8,stim/wordclouds/concept063_ball_wordcloud4,Ball,4,205
8,stim/wordclouds/concept164_table_wordcloud3,Table,3,210
8,stim/wordclouds/concept087_feeling_wordcloud1,Feeling,1,215
8,stim/wordclouds/concept043_experiment_wordcloud2,Experiment,2,220
8,stim/wordclouds/concept130_read_wordcloud3,Read,3,225
8,stim/wordclouds/concept036_charming_wordcloud2,Charming,2,230
8,stim/wordclouds/concept172_word_wordcloud4,Word,4,245
8,stim/wordclouds/concept003_bird_wordcloud6,Bird,6,250
8,stim/wordclouds/concept162_toy_wordcloud1,Toy,1,255
8,stim/wordclouds/concept080_driver_wordcloud2,Driver,2,260
8,stim/wordclouds/concept127_personality_wordcloud6,Personality,6,265
8,stim/wordclouds/concept126_war_wordcloud5,War,5,270
8,stim/wordclouds/concept022_road_wordcloud2,Road,2,275
8,stim/wordclouds/concept134_help_wordcloud2,Help,2,280
8,stim/wordclouds/concept148_dinner_wordcloud2,Dinner,2,285
8,stim/wordclouds/concept160_clothes_wordcloud3,Clothes,3,290
8,stim/wordclouds/concept028_counting_wordcloud5,Counting,5,295
8,stim/wordclouds/concept044_mountain_wordcloud3,Mountain,3,300
8,stim/wordclouds/concept159_engine_wordcloud6,Engine,6,305
8,stim/wordclouds/concept102_disturb_wordcloud5,Disturb,5,310
8,stim/wordclouds/concept009_vacation_wordcloud3,Vacation,3,315
8,stim/wordclouds/concept157_news_wordcloud5,News,5,320
8,stim/wordclouds/concept013_crazy_wordcloud1,Crazy,1,325
8,stim/wordclouds/concept179_code_wordcloud4,Code,4,330
8,stim/wordclouds/concept122_skin_wordcloud6,Skin,6,335
8,stim/wordclouds/concept112_delivery_wordcloud3,Delivery,3,340
8,stim/wordclouds/concept031_cook_wordcloud2,Cook,2,345
8,stim/wordclouds/concept040_sad_wordcloud3,Sad,3,350
8,stim/wordclouds/concept158_money_wordcloud2,Money,2,355
8,stim/wordclouds/concept058_fish_wordcloud2,Fish,2,360
8,stim/wordclouds/concept093_pleasure_wordcloud3,Pleasure,3,365
8,stim/wordclouds/concept146_accomplished_wordcloud2,Accomplished,2,370
8,stim/wordclouds/concept014_silly_wordcloud3,Silly,3,375
8,stim/wordclouds/concept101_unaware_wordcloud5,Unaware,5,380
8,stim/wordclouds/concept048_burn_wordcloud6,Burn,6,385
8,stim/wordclouds/concept059_wash_wordcloud3,Wash,3,390
8,stim/wordclouds/concept154_level_wordcloud1,Level,1,395
8,stim/wordclouds/concept016_challenge_wordcloud3,Challenge,3,400
8,stim/wordclouds/concept034_magic_wordcloud1,Magic,1,405
8,stim/wordclouds/concept123_music_wordcloud5,Music,5,410
8,stim/wordclouds/concept129_job_wordcloud5,Job,5,415
8,stim/wordclouds/concept075_sell_wordcloud3,Sell,3,420
8,stim/wordclouds/concept002_collection_wordcloud6,Collection,6,425
8,stim/wordclouds/concept132_stupid_wordcloud4,Stupid,4,430
8,stim/wordclouds/concept071_jungle_wordcloud2,Jungle,2,435
8,stim/wordclouds/concept025_show_wordcloud3,Show,3,440
8,stim/wordclouds/concept033_dance_wordcloud2,Dance,2,445
8,stim/wordclouds/concept105_suspect_wordcloud2,Suspect,2,450
8,stim/wordclouds/concept074_ability_wordcloud2,Ability,2,455
8,stim/wordclouds/concept116_apartment_wordcloud3,Apartment,3,460
8,stim/wordclouds/concept117_building_wordcloud2,Building,2,465
10,stim/wordclouds/concept149_pain_wordcloud4,Pain,4,10
10,stim/wordclouds/concept060_science_wordcloud3,Science,3,15
10,stim/wordclouds/concept078_charity_wordcloud6,Charity,6,20
10,stim/wordclouds/concept121_law_wordcloud1,Law,1,25
10,stim/wordclouds/concept066_dessert_wordcloud4,Dessert,4,30
10,stim/wordclouds/concept161_material_wordcloud6,Material,6,35
10,stim/wordclouds/concept011_prison_wordcloud3,Prison,3,40
10,stim/wordclouds/concept082_plant_wordcloud1,Plant,1,45
10,stim/wordclouds/concept114_laugh_wordcloud1,Laugh,1,50
10,stim/wordclouds/concept110_electron_wordcloud5,Electron,5,55
10,stim/wordclouds/concept081_weak_wordcloud3,Weak,3,60
10,stim/wordclouds/concept020_dog_wordcloud1,Dog,1,65
10,stim/wordclouds/concept155_extremely_wordcloud5,Extremely,5,70
10,stim/wordclouds/concept098_camera_wordcloud5,Camera,5,75
10,stim/wordclouds/concept180_argumentatively_wordcloud6,Argumentatively,6,80
10,stim/wordclouds/concept120_typical_wordcloud3,Typical,3,85
10,stim/wordclouds/concept008_taste_wordcloud4,Taste,4,90
10,stim/wordclouds/concept019_broken_wordcloud4,Broken,4,95
10,stim/wordclouds/concept144_relationship_wordcloud2,Relationship,2,100
10,stim/wordclouds/concept050_big_wordcloud2,Big,2,105
10,stim/wordclouds/concept096_deceive_wordcloud4,Deceive,4,110
10,stim/wordclouds/concept104_device_wordcloud4,Device,4,115
10,stim/wordclouds/concept024_bag_wordcloud1,Bag,1,120
10,stim/wordclouds/concept045_pig_wordcloud3,Pig,3,125
10,stim/wordclouds/concept079_event_wordcloud3,Event,3,130
10,stim/wordclouds/concept175_do_wordcloud5,Do,5,135
