run,stimulus,concept,stimulus_idx,onset
5,stim/sentences/concept133_Help_sentence6.jpg,Help,6,10.02
5,stim/sentences/concept128_Job_sentence3.jpg,Job,3,15.01
5,stim/sentences/concept092_Pleasure_sentence6.jpg,Pleasure,6,20.01
5,stim/sentences/concept070_Jungle_sentence6.jpg,Jungle,6,25.02
5,stim/sentences/concept144_Tree_sentence5.jpg,Tree,5,30.01
5,stim/sentences/concept134_Blood_sentence6.jpg,Blood,6,35.02
5,stim/sentences/concept030_Kindness_sentence6.jpg,Kindness,6,40.02
5,stim/sentences/concept083_Professional_sentence2.jpg,Professional,2,45.02
5,stim/sentences/concept074_Sell_sentence3.jpg,Sell,3,50.02
5,stim/sentences/concept104_Suspect_sentence1.jpg,Suspect,1,55.02
5,stim/sentences/concept042_Experiment_sentence2.jpg,Experiment,2,60.01
5,stim/sentences/concept103_Device_sentence6.jpg,Device,6,65.01
5,stim/sentences/concept027_Show_sentence3.jpg,Show,3,70.02
5,stim/sentences/concept013_Great_sentence5.jpg,Great,5,75.01
5,stim/sentences/concept078_Event_sentence1.jpg,Event,1,80.01
5,stim/sentences/concept050_Hair_sentence5.jpg,Hair,5,85.02
5,stim/sentences/concept088_Carefully_sentence4.jpg,Carefully,4,90.02
5,stim/sentences/concept076_Soul_sentence2.jpg,Soul,2,95.02
5,stim/sentences/concept113_Laugh_sentence6.jpg,Laugh,6,100.02
5,stim/sentences/concept096_Tool_sentence2.jpg,Tool,2,105.01
5,stim/sentences/concept094_Deliberately_sentence5.jpg,Deliberately,5,110.01
5,stim/sentences/concept135_Wear_sentence1.jpg,Wear,1,115.02
5,stim/sentences/concept035_Charming_sentence2.jpg,Charming,2,120.01
5,stim/sentences/concept033_Magic_sentence5.jpg,Magic,5,125.01
5,stim/sentences/concept066_Weather_sentence5.jpg,Weather,5,130.02
5,stim/sentences/concept073_Ability_sentence5.jpg,Ability,5,135.02
5,stim/sentences/concept124_Left_sentence6.jpg,Left,6,140.02
5,stim/sentences/concept012_Dedication_sentence6.jpg,Dedication,6,145.02
5,stim/sentences/concept086_Feeling_sentence1.jpg,Feeling,1,150.02
5,stim/sentences/concept032_Dance_sentence5.jpg,Dance,5,155.01
5,stim/sentences/concept059_Science_sentence6.jpg,Science,6,160.02
5,stim/sentences/concept017_Crazy_sentence2.jpg,Crazy,2,165.01
5,stim/sentences/concept148_Pain_sentence5.jpg,Pain,5,170.01
5,stim/sentences/concept023_Broken_sentence6.jpg,Broken,6,175.02
5,stim/sentences/concept068_Spoke_sentence3.jpg,Spoke,3,180.01
5,stim/sentences/concept166_Sexy_sentence1.jpg,Sexy,1,185.02
5,stim/sentences/concept116_Building_sentence5.jpg,Building,5,190.02
5,stim/sentences/concept155_Reaction_sentence3.jpg,Reaction,3,195.02
5,stim/sentences/concept038_Sew_sentence3.jpg,Sew,3,200.02
5,stim/sentences/concept164_Mechanism_sentence6.jpg,Mechanism,6,205.02
5,stim/sentences/concept140_Land_sentence4.jpg,Land,4,210.01
5,stim/sentences/concept041_Angry_sentence6.jpg,Angry,6,215.01
5,stim/sentences/concept062_Ball_sentence1.jpg,Ball,1,220.02
5,stim/sentences/concept156_News_sentence5.jpg,News,5,225.01
5,stim/sentences/concept153_Level_sentence3.jpg,Level,3,230.01
5,stim/sentences/concept165_Liar_sentence4.jpg,Liar,4,245.02
5,stim/sentences/concept100_Unaware_sentence5.jpg,Unaware,5,250.02
5,stim/sentences/concept167_Sin_sentence1.jpg,Sin,1,255.01
5,stim/sentences/concept053_Dig_sentence1.jpg,Dig,1,260.01
5,stim/sentences/concept171_Word_sentence3.jpg,Word,3,265.02
5,stim/sentences/concept176_Dissolve_sentence1.jpg,Dissolve,1,270.01
5,stim/sentences/concept075_Attitude_sentence4.jpg,Attitude,4,275.01
5,stim/sentences/concept125_War_sentence2.jpg,War,2,280.02
5,stim/sentences/concept008_Beer_sentence3.jpg,Beer,3,285.01
5,stim/sentences/concept071_Noise_sentence4.jpg,Noise,4,290.02
5,stim/sentences/concept150_Obligation_sentence6.jpg,Obligation,6,295.02
5,stim/sentences/concept180_Count_sentence1.jpg,Counting,1,300.02
5,stim/sentences/concept020_Challenge_sentence5.jpg,Challenge,5,305.01
5,stim/sentences/concept031_Cook_sentence5.jpg,Cook,5,310.02
5,stim/sentences/concept174_Do_sentence3.jpg,Do,3,315.01
5,stim/sentences/concept029_Marriage_sentence3.jpg,Marriage,3,320.01
5,stim/sentences/concept090_Time_sentence6.jpg,Time,6,325.02
5,stim/sentences/concept107_Movie_sentence5.jpg,Movie,5,330.01
5,stim/sentences/concept006_Taste_sentence2.jpg,Taste,2,335.02
5,stim/sentences/concept172_Team_sentence1.jpg,Team,1,340.02
5,stim/sentences/concept043_Mountain_sentence2.jpg,Mountain,2,345.02
5,stim/sentences/concept081_Plant_sentence5.jpg,Plant,5,350.02
5,stim/sentences/concept095_Deceive_sentence1.jpg,Deceive,1,355.02
5,stim/sentences/concept139_Brain_sentence5.jpg,Brain,5,360.01
5,stim/sentences/concept126_Personality_sentence1.jpg,Personality,1,365.01
5,stim/sentences/concept108_Movement_sentence5.jpg,Movement,5,370.02
5,stim/sentences/concept045_Nation_sentence4.jpg,Nation,4,375.01
5,stim/sentences/concept154_Extremely_sentence4.jpg,Extremely,4,380.01
5,stim/sentences/concept005_Bar_sentence1.jpg,Bar,1,385.02
5,stim/sentences/concept132_Sound_sentence3.jpg,Sound,3,390.02
5,stim/sentences/concept175_Smiling_sentence1.jpg,Smiling,1,395.02
5,stim/sentences/concept036_Emotionally_sentence5.jpg,Emotionally,5,400.02
5,stim/sentences/concept138_Mathematical_sentence3.jpg,Mathematical,3,405.01
5,stim/sentences/concept037_Cockroach_sentence2.jpg,Cockroach,2,410.01
5,stim/sentences/concept112_Trial_sentence5.jpg,Trial,5,415.02
5,stim/sentences/concept168_Ship_sentence4.jpg,Ship,4,420.01
5,stim/sentences/concept046_Shape_sentence6.jpg,Shape,6,425.01
5,stim/sentences/concept157_Money_sentence3.jpg,Money,3,430.02
5,stim/sentences/concept121_Skin_sentence4.jpg,Skin,4,435.02
5,stim/sentences/concept173_Computer_sentence1.jpg,Computer,1,440.02
5,stim/sentences/concept106_Smart_sentence6.jpg,Smart,6,445.02
5,stim/sentences/concept072_Lady_sentence1.jpg,Lady,1,450.02
5,stim/sentences/concept077_Charity_sentence3.jpg,Charity,3,455.01
5,stim/sentences/concept061_Bear_sentence1.jpg,Bear,1,460.02
5,stim/sentences/concept034_Invisible_sentence4.jpg,Invisible,4,465.02
7,stim/sentences/concept054_Gun_sentence5.jpg,Gun,5,10.01
7,stim/sentences/concept101_Disturb_sentence2.jpg,Disturb,2,15.01
7,stim/sentences/concept099_Construction_sentence6.jpg,Construction,6,20.02
7,stim/sentences/concept080_Weak_sentence5.jpg,Weak,5,25.02
7,stim/sentences/concept040_Star_sentence6.jpg,Star,6,30.02
7,stim/sentences/concept015_Prison_sentence5.jpg,Prison,5,35.02
7,stim/sentences/concept145_Accomplished_sentence4.jpg,Accomplished,4,40.02
7,stim/sentences/concept089_Doctor_sentence3.jpg,Doctor,3,45.01
7,stim/sentences/concept119_Typical_sentence5.jpg,Typical,5,50.02
7,stim/sentences/concept143_Relationship_sentence3.jpg,Relationship,3,55.01
7,stim/sentences/concept136_Picture_sentence4.jpg,Picture,4,60.01
7,stim/sentences/concept117_Dangerous_sentence6.jpg,Dangerous,6,65.02
7,stim/sentences/concept123_Hurting_sentence4.jpg,Hurting,4,70.01
7,stim/sentences/concept130_Election_sentence5.jpg,Election,5,75.02
7,stim/sentences/concept065_Dessert_sentence2.jpg,Dessert,2,80.02
7,stim/sentences/concept044_Pig_sentence3.jpg,Pig,3,85.02
7,stim/sentences/concept007_Useless_sentence1.jpg,Useless,1,90.01
7,stim/sentences/concept021_Sign_sentence5.jpg,Sign,5,95.02
7,stim/sentences/concept142_Religious_sentence4.jpg,Religious,4,100.01
7,stim/sentences/concept079_Driver_sentence1.jpg,Driver,1,105.01
7,stim/sentences/concept022_Applause_sentence3.jpg,Applause,3,110.02
7,stim/sentences/concept152_Disease_sentence3.jpg,Disease,3,115.01
7,stim/sentences/concept057_Fish_sentence6.jpg,Fish,6,120.01
7,stim/sentences/concept149_Fight_sentence2.jpg,Fight,2,125.02
7,stim/sentences/concept055_Argument_sentence5.jpg,Argument,5,130.02
7,stim/sentences/concept009_Road_sentence3.jpg,Road,3,135.02
7,stim/sentences/concept160_Material_sentence3.jpg,Material,3,140.02
7,stim/sentences/concept058_Wash_sentence4.jpg,Wash,4,145.01
7,stim/sentences/concept085_Successful_sentence6.jpg,Successful,6,150.01
7,stim/sentences/concept111_Delivery_sentence6.jpg,Delivery,6,155.02
7,stim/sentences/concept019_Bed_sentence3.jpg,Bed,3,160.01
7,stim/sentences/concept028_Food_sentence3.jpg,Food,3,165.01
7,stim/sentences/concept056_Business_sentence2.jpg,Business,2,170.02
7,stim/sentences/concept146_Quality_sentence2.jpg,Quality,2,175.02
7,stim/sentences/concept060_Body_sentence2.jpg,Body,2,180.02
7,stim/sentences/concept177_Ignorance_sentence1.jpg,Ignorance,1,185.02
7,stim/sentences/concept097_Camera_sentence6.jpg,Camera,6,190.02
7,stim/sentences/concept047_Burn_sentence2.jpg,Burn,2,195.01
7,stim/sentences/concept161_Toy_sentence5.jpg,Toy,5,200.02
7,stim/sentences/concept087_Dressing_sentence3.jpg,Dressing,3,205.01
7,stim/sentences/concept147_Dinner_sentence4.jpg,Dinner,4,210.01
7,stim/sentences/concept010_Dog_sentence1.jpg,Dog,1,215.02
7,stim/sentences/concept051_Investigation_sentence4.jpg,Investigation,4,220.0
7,stim/sentences/concept137_Flow_sentence6.jpg,Flow,6,225.02
7,stim/sentences/concept141_Damage_sentence1.jpg,Damage,1,230.02
7,stim/sentences/concept118_Gold_sentence6.jpg,Gold,6,245.02
7,stim/sentences/concept001_Seafood_sentence1.jpg,Seafood,1,250.01
7,stim/sentences/concept003_Beat_sentence4.jpg,Beat,4,255.01
7,stim/sentences/concept115_Apartment_sentence4.jpg,Apartment,4,260.02
7,stim/sentences/concept049_Big_sentence6.jpg,Big,6,265.01
7,stim/sentences/concept048_Solution_sentence5.jpg,Solution,5,270.01
7,stim/sentences/concept178_Code_sentence3.jpg,Code,3,275.02
7,stim/sentences/concept158_Engine_sentence2.jpg,Engine,2,280.02
7,stim/sentences/concept109_Electron_sentence3.jpg,Electron,3,285.02
7,stim/sentences/concept063_Economy_sentence2.jpg,Economy,2,290.02
7,stim/sentences/concept093_Philosophy_sentence6.jpg,Philosophy,6,295.02
7,stim/sentences/concept064_Invention_sentence6.jpg,Invention,6,300.01
7,stim/sentences/concept131_Stupid_sentence6.jpg,Stupid,6,305.02
7,stim/sentences/concept163_Table_sentence6.jpg,Table,6,310.02
7,stim/sentences/concept170_Residence_sentence3.jpg,Residence,3,315.01
7,stim/sentences/concept102_Emotion_sentence5.jpg,Emotion,5,320.02
7,stim/sentences/concept105_Play_sentence1.jpg,Play,1,325.02
7,stim/sentences/concept151_Light_sentence3.jpg,Light,3,330.02
7,stim/sentences/concept120_Law_sentence3.jpg,Law,3,335.02
7,stim/sentences/concept091_Medication_sentence5.jpg,Medication,5,340.02
7,stim/sentences/concept114_Usable_sentence6.jpg,Usable,6,345.01
7,stim/sentences/concept098_Art_sentence5.jpg,Art,5,350.02
7,stim/sentences/concept129_Read_sentence6.jpg,Read,6,355.02
7,stim/sentences/concept122_Music_sentence3.jpg,Music,3,360.01
7,stim/sentences/concept159_Clothes_sentence2.jpg,Clothes,2,365.02
7,stim/sentences/concept052_Tried_sentence4.jpg,Tried,4,370.02
7,stim/sentences/concept018_Silly_sentence4.jpg,Silly,4,375.02
7,stim/sentences/concept084_Texture_sentence4.jpg,Texture,4,380.02
7,stim/sentences/concept110_Student_sentence5.jpg,Student,5,385.02
7,stim/sentences/concept004_Vacation_sentence6.jpg,Vacation,6,390.02
7,stim/sentences/concept002_Bird_sentence2.jpg,Bird,2,395.01
7,stim/sentences/concept014_Illness_sentence6.jpg,Illness,6,400.01
7,stim/sentences/concept039_Sad_sentence1.jpg,Sad,1,405.01
7,stim/sentences/concept069_Sugar_sentence6.jpg,Sugar,6,410.01
7,stim/sentences/concept179_Argumentatively_sentence1.jpg,Argumentatively,1,415.02
7,stim/sentences/concept169_Elegance_sentence2.jpg,Elegance,2,420.01
7,stim/sentences/concept026_Bag_sentence1.jpg,Bag,1,425.02
7,stim/sentences/concept162_Plan_sentence4.jpg,Plan,4,430.02
7,stim/sentences/concept024_Garbage_sentence2.jpg,Garbage,2,435.02
7,stim/sentences/concept067_King_sentence3.jpg,King,3,440.02
7,stim/sentences/concept011_Collection_sentence3.jpg,Collection,3,445.02
7,stim/sentences/concept082_Willingly_sentence2.jpg,Willingly,2,450.01
7,stim/sentences/concept016_Protection_sentence5.jpg,Protection,5,455.01
7,stim/sentences/concept127_Impress_sentence6.jpg,Impress,6,460.02
7,stim/sentences/concept025_Poor_sentence2.jpg,Poor,2,465.01
9,stim/sentences/concept052_Tried_sentence5.jpg,Tried,5,10.02
9,stim/sentences/concept163_Table_sentence5.jpg,Table,5,15.02
9,stim/sentences/concept132_Sound_sentence1.jpg,Sound,1,20.02
9,stim/sentences/concept090_Time_sentence5.jpg,Time,5,25.02
9,stim/sentences/concept074_Sell_sentence2.jpg,Sell,2,30.02
9,stim/sentences/concept073_Ability_sentence4.jpg,Ability,4,35.01
9,stim/sentences/concept058_Wash_sentence6.jpg,Wash,6,40.02
9,stim/sentences/concept123_Hurting_sentence3.jpg,Hurting,3,45.02
9,stim/sentences/concept126_Personality_sentence3.jpg,Personality,3,50.01
9,stim/sentences/concept102_Emotion_sentence3.jpg,Emotion,3,55.02
9,stim/sentences/concept180_Count_sentence2.jpg,Counting,2,60.01
9,stim/sentences/concept082_Willingly_sentence1.jpg,Willingly,1,65.01
9,stim/sentences/concept032_Dance_sentence3.jpg,Dance,3,70.02
9,stim/sentences/concept066_Weather_sentence3.jpg,Weather,3,75.02
9,stim/sentences/concept165_Liar_sentence1.jpg,Liar,1,80.02
9,stim/sentences/concept171_Word_sentence4.jpg,Word,4,85.01
9,stim/sentences/concept106_Smart_sentence3.jpg,Smart,3,90.02
9,stim/sentences/concept153_Level_sentence5.jpg,Level,5,95.01
9,stim/sentences/concept007_Useless_sentence2.jpg,Useless,2,100.01
9,stim/sentences/concept101_Disturb_sentence4.jpg,Disturb,4,105.01
9,stim/sentences/concept134_Blood_sentence5.jpg,Blood,5,110.01
9,stim/sentences/concept130_Election_sentence2.jpg,Election,2,115.01
9,stim/sentences/concept158_Engine_sentence4.jpg,Engine,4,120.02
9,stim/sentences/concept149_Fight_sentence4.jpg,Fight,4,125.02
9,stim/sentences/concept096_Tool_sentence5.jpg,Tool,5,130.02
9,stim/sentences/concept092_Pleasure_sentence3.jpg,Pleasure,3,135.02
9,stim/sentences/concept114_Usable_sentence2.jpg,Usable,2,140.01
9,stim/sentences/concept139_Brain_sentence4.jpg,Brain,4,145.01
9,stim/sentences/concept010_Dog_sentence5.jpg,Dog,5,150.02
9,stim/sentences/concept039_Sad_sentence5.jpg,Sad,5,155.01
9,stim/sentences/concept049_Big_sentence4.jpg,Big,4,160.01
9,stim/sentences/concept023_Broken_sentence2.jpg,Broken,2,165.02
9,stim/sentences/concept129_Read_sentence5.jpg,Read,5,170.02
9,stim/sentences/concept161_Toy_sentence2.jpg,Toy,2,175.02
9,stim/sentences/concept170_Residence_sentence5.jpg,Residence,5,180.02
9,stim/sentences/concept167_Sin_sentence3.jpg,Sin,3,185.01
9,stim/sentences/concept026_Bag_sentence2.jpg,Bag,2,190.01
9,stim/sentences/concept061_Bear_sentence4.jpg,Bear,4,195.02
9,stim/sentences/concept003_Beat_sentence6.jpg,Beat,6,200.01
9,stim/sentences/concept117_Dangerous_sentence4.jpg,Dangerous,4,205.01
9,stim/sentences/concept089_Doctor_sentence5.jpg,Doctor,5,210.02
9,stim/sentences/concept133_Help_sentence2.jpg,Help,2,215.02
9,stim/sentences/concept027_Show_sentence2.jpg,Show,2,220.02
9,stim/sentences/concept172_Team_sentence6.jpg,Team,6,225.02
9,stim/sentences/concept055_Argument_sentence2.jpg,Argument,2,230.02
