run,stimulus,concept,stimulus_idx,onset
5,stim/wordclouds/concept057_dressing_wordcloud6.jpg,Dressing,6,10.02
5,stim/wordclouds/concept084_invention_wordcloud2.jpg,Invention,2,15.02
5,stim/wordclouds/concept158_suspect_wordcloud1.jpg,Suspect,1,20.02
5,stim/wordclouds/concept022_broken_wordcloud1.jpg,Broken,1,25.01
5,stim/wordclouds/concept115_personality_wordcloud6.jpg,Personality,6,30.01
5,stim/wordclouds/concept034_collection_wordcloud3.jpg,Collection,3,35.02
5,stim/wordclouds/concept012_bar_wordcloud5.jpg,Bar,5,40.01
5,stim/wordclouds/concept145_sin_wordcloud6.jpg,Sin,6,45.01
5,stim/wordclouds/concept006_argument_wordcloud2.jpg,Argument,2,50.02
5,stim/wordclouds/concept003_angry_wordcloud6.jpg,Angry,6,55.01
5,stim/wordclouds/concept070_fight_wordcloud1.jpg,Fight,1,60.02
5,stim/wordclouds/concept124_prison_wordcloud1.jpg,Prison,1,65.02
5,stim/wordclouds/concept021_brain_wordcloud6.jpg,Brain,6,70.02
5,stim/wordclouds/concept025_business_wordcloud3.jpg,Business,3,75.02
5,stim/wordclouds/concept045_deliberately_wordcloud1.jpg,Deliberately,1,80.02
5,stim/wordclouds/concept076_great_wordcloud1.jpg,Great,1,85.01
5,stim/wordclouds/concept009_attitude_wordcloud5.jpg,Attitude,5,90.01
5,stim/wordclouds/concept117_picture_wordcloud5.jpg,Picture,5,95.02
5,stim/wordclouds/concept171_usable_wordcloud3.jpg,Usable,3,100.01
5,stim/wordclouds/concept122_pleasure_wordcloud2.jpg,Pleasure,2,105.01
5,stim/wordclouds/concept127_quality_wordcloud6.jpg,Quality,6,110.02
5,stim/wordclouds/concept030_charming_wordcloud6.jpg,Charming,6,115.02
5,stim/wordclouds/concept050_dinner_wordcloud2.jpg,Dinner,2,120.02
5,stim/wordclouds/concept085_investigation_wordcloud2.jpg,Investigation,2,125.02
5,stim/wordclouds/concept039_crazy_wordcloud3.jpg,Crazy,3,130.01
5,stim/wordclouds/concept075_gold_wordcloud6.jpg,Gold,6,135.01
5,stim/wordclouds/concept026_camera_wordcloud4.jpg,Camera,4,140.02
