run,stimulus,concept,stimulus_idx,onset
7,stim/sentences/concept136_Picture_sentence5.jpg,Picture,5,10.01
7,stim/sentences/concept080_Weak_sentence6.jpg,Weak,6,15.02
7,stim/sentences/concept040_Star_sentence5.jpg,Star,5,20.01
7,stim/sentences/concept097_Camera_sentence6.jpg,Camera,6,25.02
7,stim/sentences/concept066_Weather_sentence3.jpg,Weather,3,30.02
7,stim/sentences/concept001_Seafood_sentence2.jpg,Seafood,2,35.02
7,stim/sentences/concept056_Business_sentence2.jpg,Business,2,40.02
7,stim/sentences/concept090_Time_sentence5.jpg,Time,5,45.02
7,stim/sentences/concept059_Science_sentence5.jpg,Science,5,50.02
7,stim/sentences/concept099_Construction_sentence3.jpg,Construction,3,55.01
7,stim/sentences/concept064_Invention_sentence6.jpg,Invention,6,60.02
7,stim/sentences/concept071_Noise_sentence4.jpg,Noise,4,65.02
7,stim/sentences/concept035_Charming_sentence5.jpg,Charming,5,70.01
7,stim/sentences/concept156_News_sentence4.jpg,News,4,75.02
7,stim/sentences/concept162_Plan_sentence4.jpg,Plan,4,80.02
7,stim/sentences/concept098_Art_sentence5.jpg,Art,5,85.02
7,stim/sentences/concept010_Dog_sentence2.jpg,Dog,2,90.02
7,stim/sentences/concept053_Dig_sentence4.jpg,Dig,4,95.02
7,stim/sentences/concept018_Silly_sentence6.jpg,Silly,6,100.01
7,stim/sentences/concept163_Table_sentence1.jpg,Table,1,105.01
7,stim/sentences/concept055_Argument_sentence6.jpg,Argument,6,110.02
7,stim/sentences/concept016_Protection_sentence6.jpg,Protection,6,115.01
7,stim/sentences/concept132_Sound_sentence4.jpg,Sound,4,120.01
7,stim/sentences/concept065_Dessert_sentence5.jpg,Dessert,5,125.0
7,stim/sentences/concept148_Pain_sentence6.jpg,Pain,6,130.02
7,stim/sentences/concept107_Movie_sentence5.jpg,Movie,5,135.02
7,stim/sentences/concept086_Feeling_sentence2.jpg,Feeling,2,140.02
7,stim/sentences/concept168_Ship_sentence5.jpg,Ship,5,145.01
7,stim/sentences/concept123_Hurting_sentence4.jpg,Hurting,4,150.01
7,stim/sentences/concept122_Music_sentence5.jpg,Music,5,155.02
7,stim/sentences/concept128_Job_sentence2.jpg,Job,2,160.01
7,stim/sentences/concept146_Quality_sentence6.jpg,Quality,6,165.01
7,stim/sentences/concept047_Burn_sentence5.jpg,Burn,5,170.02
7,stim/sentences/concept074_Sell_sentence3.jpg,Sell,3,175.02
7,stim/sentences/concept126_Personality_sentence2.jpg,Personality,2,180.02
7,stim/sentences/concept077_Charity_sentence2.jpg,Charity,2,185.02
7,stim/sentences/concept038_Sew_sentence1.jpg,Sew,1,190.02
7,stim/sentences/concept041_Angry_sentence5.jpg,Angry,5,195.02
7,stim/sentences/concept147_Dinner_sentence1.jpg,Dinner,1,200.02
7,stim/sentences/concept052_Tried_sentence3.jpg,Tried,3,205.01
7,stim/sentences/concept121_Skin_sentence5.jpg,Skin,5,210.01
7,stim/sentences/concept177_Ignorance_sentence4.jpg,Ignorance,4,215.02
7,stim/sentences/concept075_Attitude_sentence5.jpg,Attitude,5,220.01
7,stim/sentences/concept078_Event_sentence5.jpg,Event,5,225.01
7,stim/sentences/concept092_Pleasure_sentence2.jpg,Pleasure,2,230.02
7,stim/sentences/concept081_Plant_sentence3.jpg,Plant,3,245.02
7,stim/sentences/concept096_Tool_sentence4.jpg,Tool,4,250.01
7,stim/sentences/concept124_Left_sentence4.jpg,Left,4,255.01
7,stim/sentences/concept014_Illness_sentence4.jpg,Illness,4,260.02
7,stim/sentences/concept009_Road_sentence4.jpg,Road,4,265.01
7,stim/sentences/concept161_Toy_sentence1.jpg,Toy,1,270.01
7,stim/sentences/concept145_Accomplished_sentence6.jpg,Accomplished,6,275.02
7,stim/sentences/concept088_Carefully_sentence3.jpg,Carefully,3,280.02
7,stim/sentences/concept171_Word_sentence5.jpg,Word,5,285.02
7,stim/sentences/concept094_Deliberately_sentence2.jpg,Deliberately,2,290.02
7,stim/sentences/concept104_Suspect_sentence4.jpg,Suspect,4,295.02
7,stim/sentences/concept102_Emotion_sentence4.jpg,Emotion,4,300.01
7,stim/sentences/concept076_Soul_sentence2.jpg,Soul,2,305.02
7,stim/sentences/concept158_Engine_sentence4.jpg,Engine,4,310.01
7,stim/sentences/concept159_Clothes_sentence2.jpg,Clothes,2,315.01
7,stim/sentences/concept127_Impress_sentence4.jpg,Impress,4,320.02
7,stim/sentences/concept032_Dance_sentence4.jpg,Dance,4,325.01
7,stim/sentences/concept112_Trial_sentence6.jpg,Trial,6,330.02
7,stim/sentences/concept143_Relationship_sentence4.jpg,Relationship,4,335.02
7,stim/sentences/concept152_Disease_sentence5.jpg,Disease,5,340.02
7,stim/sentences/concept115_Apartment_sentence1.jpg,Apartment,1,345.02
7,stim/sentences/concept087_Dressing_sentence6.jpg,Dressing,6,350.02
7,stim/sentences/concept133_Help_sentence5.jpg,Help,5,355.01
7,stim/sentences/concept044_Pig_sentence2.jpg,Pig,2,360.01
7,stim/sentences/concept033_Magic_sentence2.jpg,Magic,2,365.02
7,stim/sentences/concept073_Ability_sentence2.jpg,Ability,2,370.01
7,stim/sentences/concept004_Vacation_sentence1.jpg,Vacation,1,375.01
7,stim/sentences/concept012_Dedication_sentence6.jpg,Dedication,6,380.02
7,stim/sentences/concept130_Election_sentence6.jpg,Election,6,385.02
7,stim/sentences/concept117_Dangerous_sentence4.jpg,Dangerous,4,390.02
7,stim/sentences/concept083_Professional_sentence1.jpg,Professional,1,395.02
7,stim/sentences/concept153_Level_sentence3.jpg,Level,3,400.01
7,stim/sentences/concept139_Brain_sentence2.jpg,Brain,2,405.01
7,stim/sentences/concept114_Usable_sentence3.jpg,Usable,3,410.02
7,stim/sentences/concept095_Deceive_sentence3.jpg,Deceive,3,415.01
7,stim/sentences/concept157_Money_sentence5.jpg,Money,5,420.01
7,stim/sentences/concept149_Fight_sentence3.jpg,Fight,3,425.02
7,stim/sentences/concept111_Delivery_sentence2.jpg,Delivery,2,430.02
7,stim/sentences/concept051_Investigation_sentence5.jpg,Investigation,5,435.02
7,stim/sentences/concept023_Broken_sentence6.jpg,Broken,6,440.02
7,stim/sentences/concept054_Gun_sentence3.jpg,Gun,3,445.02
7,stim/sentences/concept129_Read_sentence6.jpg,Read,6,450.01
7,stim/sentences/concept113_Laugh_sentence4.jpg,Laugh,4,455.02
7,stim/sentences/concept091_Medication_sentence1.jpg,Medication,1,460.02
7,stim/sentences/concept022_Applause_sentence6.jpg,Applause,6,465.01
9,stim/sentences/concept106_Smart_sentence2.jpg,Smart,2,10.01
9,stim/sentences/concept155_Reaction_sentence6.jpg,Reaction,6,15.02
9,stim/sentences/concept042_Experiment_sentence6.jpg,Experiment,6,20.01
9,stim/sentences/concept015_Prison_sentence1.jpg,Prison,1,25.01
9,stim/sentences/concept125_War_sentence5.jpg,War,5,30.02
9,stim/sentences/concept151_Light_sentence1.jpg,Light,1,35.01
