run,stimulus,concept,stimulus_idx,onset
6,stim/sentences/resized/concept121_Skin_sentence5,Skin,5,10
6,stim/sentences/resized/concept130_Election_sentence1,Election,1,15
6,stim/sentences/resized/concept156_News_sentence3,News,3,20
6,stim/sentences/resized/concept137_Flow_sentence1,Flow,1,25
6,stim/sentences/resized/concept104_Suspect_sentence6,Suspect,6,30
6,stim/sentences/resized/concept107_Movie_sentence5,Movie,5,35
6,stim/sentences/resized/concept124_Left_sentence4,Left,4,40
6,stim/sentences/resized/concept091_Medication_sentence6,Medication,6,45
6,stim/sentences/resized/concept153_Level_sentence2,Level,2,50
6,stim/sentences/resized/concept148_Pain_sentence6,Pain,6,55
6,stim/sentences/resized/concept030_Kindness_sentence2,Kindness,2,60
6,stim/sentences/resized/concept063_Economy_sentence6,Economy,6,65
6,stim/sentences/resized/concept059_Science_sentence3,Science,3,70
6,stim/sentences/resized/concept141_Damage_sentence2,Damage,2,75
6,stim/sentences/resized/concept157_Money_sentence5,Money,5,80
6,stim/sentences/resized/concept176_Dissolve_sentence1,Dissolve,1,85
6,stim/sentences/resized/concept032_Dance_sentence1,Dance,1,90
6,stim/sentences/resized/concept029_Marriage_sentence4,Marriage,4,95
6,stim/sentences/resized/concept075_Attitude_sentence2,Attitude,2,100
6,stim/sentences/resized/concept119_Typical_sentence4,Typical,4,105
6,stim/sentences/resized/concept142_Religious_sentence2,Religious,2,110
6,stim/sentences/resized/concept154_Extremely_sentence3,Extremely,3,115
6,stim/sentences/resized/concept150_Obligation_sentence4,Obligation,4,120
6,stim/sentences/resized/concept158_Engine_sentence3,Engine,3,125
6,stim/sentences/resized/concept162_Plan_sentence6,Plan,6,130
6,stim/sentences/resized/concept074_Sell_sentence5,Sell,5,135
6,stim/sentences/resized/concept043_Mountain_sentence2,Mountain,2,140
6,stim/sentences/resized/concept133_Help_sentence5,Help,5,145
6,stim/sentences/resized/concept072_Lady_sentence3,Lady,3,150
6,stim/sentences/resized/concept159_Clothes_sentence1,Clothes,1,155
6,stim/sentences/resized/concept083_Professional_sentence2,Professional,2,160
6,stim/sentences/resized/concept028_Food_sentence3,Food,3,165
6,stim/sentences/resized/concept060_Body_sentence3,Body,3,170
6,stim/sentences/resized/concept093_Philosophy_sentence6,Philosophy,6,175
6,stim/sentences/resized/concept033_Magic_sentence3,Magic,3,180
6,stim/sentences/resized/concept037_Cockroach_sentence2,Cockroach,2,185
