run,stimulus,concept,stimulus_idx,onset
8,stim/images/Show/show_4.jpg,Show,4,10
8,stim/images/Emotion/emotion_5.jpg,Emotion,5,15
8,stim/images/Soul/soul_6.jpg,Soul,6,20
8,stim/images/Applause/applause_4.jpg,Applause,4,25
8,stim/images/Shape/shape_4.jpg,Shape,4,30
8,stim/images/Weak/weak_6.jpg,Weak,6,35
8,stim/images/Marriage/marriage_4.jpg,Marriage,4,40
8,stim/images/Land/land_5.jpg,Land,5,45
8,stim/images/Cockroach/cockroach_4.jpg,Cockroach,4,50
8,stim/images/Jungle/jungle_6.jpg,Jungle,6,55
8,stim/images/Liar/liar_5.jpg,Liar,5,60
8,stim/images/Wash/wash_1.jpg,Wash,1,65
8,stim/images/Philosophy/philosophy_2.jpg,Philosophy,2,70
8,stim/images/Stupid/stupid_4.jpg,Stupid,4,75
8,stim/images/Pleasure/pleasure_1.jpg,Pleasure,1,80
8,stim/images/Weather/weather_3.jpg,Weather,3,85
8,stim/images/Smiling/smiling_4.jpg,Smiling,4,90
8,stim/images/Suspect/suspect_6.jpg,Suspect,6,95
8,stim/images/Cook/cook_1.jpg,Cook,1,100
8,stim/images/Dressing/dressing_3.jpg,Dressing,3,105
8,stim/images/Art/art_2.jpg,Art,2,110
8,stim/images/Dinner/dinner_6.jpg,Dinner,6,115
8,stim/images/Smart/smart_4.jpg,Smart,4,120
8,stim/images/Bag/bag_2.jpg,Bag,2,125
8,stim/images/Ignorance/ignorance_5.jpg,Ignorance,5,130
8,stim/images/Sin/sin_2.jpg,Sin,2,135
8,stim/images/Mountain/mountain_1.jpg,Mountain,1,140
8,stim/images/King/king_3.jpg,King,3,145
8,stim/images/Successful/successful_4.jpg,Successful,4,150
8,stim/images/Emotionally/emotionally_6.jpg,Emotionally,6,155
8,stim/images/Usable/usable_2.jpg,Usable,2,160
8,stim/images/Apartment/apartment_5.jpg,Apartment,5,165
8,stim/images/Attitude/attitude_5.jpg,Attitude,5,170
8,stim/images/Prison/prison_2.jpg,Prison,2,175
8,stim/images/Mathematical/mathematical_6.jpg,Mathematical,6,180
8,stim/images/Dissolve/dissolve_1.jpg,Dissolve,1,185
8,stim/images/Left/left_5.jpg,Left,5,190
8,stim/images/Burn/burn_4.jpg,Burn,4,195
8,stim/images/Hurting/hurting_5.jpg,Hurting,5,200
8,stim/images/Pig/pig_1.jpg,Pig,1,205
8,stim/images/Fish/fish_1.jpg,Fish,1,210
8,stim/images/Lady/lady_1.jpg,Lady,1,215
8,stim/images/Time/time_3.jpg,Time,3,220
8,stim/images/Hair/hair_5.jpg,Hair,5,225
8,stim/images/Medication/medication_3.jpg,Medication,3,230
8,stim/images/Computer/computer_4.jpg,Computer,4,245
8,stim/images/Protection/protection_5.jpg,Protection,5,250
8,stim/images/Willingly/willingly_1.jpg,Willingly,1,255
8,stim/images/Impress/impress_4.jpg,Impress,4,260
8,stim/images/Elegance/elegance_3.jpg,Elegance,3,265
8,stim/images/Counting/counting_6.jpg,Counting,6,270
8,stim/images/Bird/bird_1.jpg,Bird,1,275
8,stim/images/Silly/silly_5.jpg,Silly,5,280
8,stim/images/Sexy/sexy_2.jpg,Sexy,2,285
8,stim/images/Picture/picture_1.jpg,Picture,1,290
8,stim/images/Law/law_1.jpg,Law,1,295
8,stim/images/Deceive/deceive_5.jpg,Deceive,5,300
8,stim/images/Money/money_3.jpg,Money,3,305
8,stim/images/Religious/religious_2.jpg,Religious,2,310
8,stim/images/Music/music_3.jpg,Music,3,315
8,stim/images/Charity/charity_6.jpg,Charity,6,320
