run,stimulus,concept,stimulus_idx,onset
6,stim/images/Ignorance/ignorance_5.jpg,Ignorance,5,10
6,stim/images/Usable/usable_1.jpg,Usable,1,15
6,stim/images/Cook/cook_2.jpg,Cook,2,20
6,stim/images/Disturb/disturb_4.jpg,Disturb,4,25
6,stim/images/Event/event_2.jpg,Event,2,30
6,stim/images/Business/business_1.jpg,Business,1,35
6,stim/images/Deceive/deceive_5.jpg,Deceive,5,40
6,stim/images/Philosophy/philosophy_2.jpg,Philosophy,2,45
6,stim/images/Willingly/willingly_4.jpg,Willingly,4,50
6,stim/images/Ball/ball_4.jpg,Ball,4,55
6,stim/images/Pleasure/pleasure_1.jpg,Pleasure,1,60
6,stim/images/Fish/fish_1.jpg,Fish,1,65
6,stim/images/Great/great_6.jpg,Great,6,70
6,stim/images/Feeling/feeling_1.jpg,Feeling,1,75
6,stim/images/Prison/prison_1.jpg,Prison,1,80
6,stim/images/Dangerous/dangerous_4.jpg,Dangerous,4,85
6,stim/images/Student/student_2.jpg,Student,2,90
6,stim/images/King/king_3.jpg,King,3,95
6,stim/images/Job/job_1.jpg,Job,1,100
6,stim/images/Quality/quality_5.jpg,Quality,5,105
6,stim/images/Pig/pig_1.jpg,Pig,1,110
6,stim/images/Electron/electron_6.jpg,Electron,6,115
6,stim/images/Doctor/doctor_3.jpg,Doctor,3,120
6,stim/images/Argument/argument_4.jpg,Argument,4,125
6,stim/images/Beer/beer_2.jpg,Beer,2,130
6,stim/images/Show/show_1.jpg,Show,1,135
6,stim/images/Help/help_6.jpg,Help,6,140
6,stim/images/Time/time_6.jpg,Time,6,145
6,stim/images/Collection/collection_3.jpg,Collection,3,150
6,stim/images/Invisible/invisible_1.jpg,Invisible,1,155
6,stim/images/Law/law_3.jpg,Law,3,160
6,stim/images/Bed/bed_1.jpg,Bed,1,165
6,stim/images/Charity/charity_2.jpg,Charity,2,170
6,stim/images/Personality/personality_4.jpg,Personality,4,175
6,stim/images/Argumentatively/argumentatively_5.jpg,Argumentatively,5,180
6,stim/images/Fight/fight_6.jpg,Fight,6,185
6,stim/images/Poor/poor_2.jpg,Poor,2,190
6,stim/images/Word/word_1.jpg,Word,1,195
6,stim/images/Big/big_3.jpg,Big,3,200
6,stim/images/Sin/sin_5.jpg,Sin,5,205
6,stim/images/Sugar/sugar_3.jpg,Sugar,3,210
6,stim/images/Charming/charming_3.jpg,Charming,3,215
6,stim/images/War/war_4.jpg,War,4,220
6,stim/images/Sad/sad_6.jpg,Sad,6,225
6,stim/images/Carefully/carefully_4.jpg,Carefully,4,230
6,stim/images/Counting/counting_1.jpg,Counting,1,245
6,stim/images/Economy/economy_2.jpg,Economy,2,250
6,stim/images/Unaware/unaware_5.jpg,Unaware,5,255
6,stim/images/Star/star_1.jpg,Star,1,260
6,stim/images/Hurting/hurting_1.jpg,Hurting,1,265
6,stim/images/Marriage/marriage_4.jpg,Marriage,4,270
6,stim/images/Suspect/suspect_1.jpg,Suspect,1,275
6,stim/images/Liar/liar_3.jpg,Liar,3,280
6,stim/images/Accomplished/accomplished_6.jpg,Accomplished,6,285
6,stim/images/Shape/shape_1.jpg,Shape,1,290
6,stim/images/Damage/damage_1.jpg,Damage,1,295
6,stim/images/Residence/residence_3.jpg,Residence,3,300
6,stim/images/Art/art_4.jpg,Art,4,305
6,stim/images/Nation/nation_6.jpg,Nation,6,310
6,stim/images/Tool/tool_6.jpg,Tool,6,315
6,stim/images/Gold/gold_4.jpg,Gold,4,320
6,stim/images/Mechanism/mechanism_1.jpg,Mechanism,1,325
6,stim/images/Weak/weak_3.jpg,Weak,3,330
6,stim/images/Sell/sell_5.jpg,Sell,5,335
6,stim/images/Emotion/emotion_4.jpg,Emotion,4,340
6,stim/images/Lady/lady_5.jpg,Lady,5,345
6,stim/images/Bag/bag_5.jpg,Bag,5,350
6,stim/images/Dissolve/dissolve_3.jpg,Dissolve,3,355
6,stim/images/Elegance/elegance_3.jpg,Elegance,3,360
6,stim/images/News/news_2.jpg,News,2,365
6,stim/images/Sew/sew_3.jpg,Sew,3,370
6,stim/images/Mathematical/mathematical_1.jpg,Mathematical,1,375
6,stim/images/Soul/soul_2.jpg,Soul,2,380
6,stim/images/Gun/gun_3.jpg,Gun,3,385
6,stim/images/Brain/brain_4.jpg,Brain,4,390
6,stim/images/Music/music_1.jpg,Music,1,395
6,stim/images/Useless/useless_1.jpg,Useless,1,400
6,stim/images/Solution/solution_2.jpg,Solution,2,405
6,stim/images/Ability/ability_5.jpg,Ability,5,410
6,stim/images/Blood/blood_3.jpg,Blood,3,415
6,stim/images/Bar/bar_5.jpg,Bar,5,420
6,stim/images/Device/device_2.jpg,Device,2,425
6,stim/images/Sound/sound_1.jpg,Sound,1,430
6,stim/images/Magic/magic_3.jpg,Magic,3,435
6,stim/images/Dog/dog_2.jpg,Dog,2,440
6,stim/images/Dressing/dressing_4.jpg,Dressing,4,445
6,stim/images/Texture/texture_3.jpg,Texture,3,450
6,stim/images/Invention/invention_4.jpg,Invention,4,455
6,stim/images/Noise/noise_4.jpg,Noise,4,460
6,stim/images/Experiment/experiment_5.jpg,Experiment,5,465
8,stim/images/Bird/bird_1.jpg,Bird,1,10
8,stim/images/Impress/impress_5.jpg,Impress,5,15
8,stim/images/Garbage/garbage_6.jpg,Garbage,6,20
8,stim/images/Read/read_2.jpg,Read,2,25
8,stim/images/Wash/wash_6.jpg,Wash,6,30
8,stim/images/Seafood/seafood_2.jpg,Seafood,2,35
8,stim/images/Burn/burn_5.jpg,Burn,5,40
8,stim/images/Movement/movement_1.jpg,Movement,1,45
8,stim/images/Beat/beat_6.jpg,Beat,6,50
8,stim/images/Team/team_5.jpg,Team,5,55
8,stim/images/Building/building_2.jpg,Building,2,60
8,stim/images/Professional/professional_3.jpg,Professional,3,65
8,stim/images/Protection/protection_2.jpg,Protection,2,70
8,stim/images/Disease/disease_2.jpg,Disease,2,75
8,stim/images/Camera/camera_2.jpg,Camera,2,80
8,stim/images/Construction/construction_4.jpg,Construction,4,85
8,stim/images/Food/food_1.jpg,Food,1,90
8,stim/images/Stupid/stupid_5.jpg,Stupid,5,95
8,stim/images/Science/science_1.jpg,Science,1,100
8,stim/images/Smiling/smiling_1.jpg,Smiling,1,105
8,stim/images/Election/election_6.jpg,Election,6,110
8,stim/images/Flow/flow_5.jpg,Flow,5,115
8,stim/images/Illness/illness_3.jpg,Illness,3,120
8,stim/images/Kindness/kindness_4.jpg,Kindness,4,125
8,stim/images/Plan/plan_2.jpg,Plan,2,130
8,stim/images/Land/land_2.jpg,Land,2,135
8,stim/images/Picture/picture_3.jpg,Picture,3,140
8,stim/images/Dessert/dessert_4.jpg,Dessert,4,145
8,stim/images/Light/light_3.jpg,Light,3,150
8,stim/images/Mountain/mountain_4.jpg,Mountain,4,155
8,stim/images/Religious/religious_3.jpg,Religious,3,160
8,stim/images/Driver/driver_4.jpg,Driver,4,165
8,stim/images/Left/left_1.jpg,Left,1,170
